PROD_000000,COMP_0007,RQ_000,0.0,0,0.0
PROD_000001,COMP_0021,RQ_003,0.0,1,175.97
PROD_000002,COMP_0013,RQ_008,0.0,0,70.49
PROD_000003,COMP_0025,RQ_014,0.0,1,84.3
PROD_000004,COMP_0007,RQ_017,0.0,0,137.95
PROD_000005,COMP_0007,RQ_011,5000.0,1,1.0
PROD_000006,COMP_0028,RQ_016,0.0,0,136.18
PROD_000007,COMP_0006,RQ_003,0.0,0,39.09
PROD_000008,COMP_0000,RQ_002,0.0,1,86.85
PROD_000009,COMP_0003,RQ_018,5000.0,1,1.0
PROD_000010,COMP_0029,RQ_010,0.0,0,105.88
PROD_000011,COMP_0008,RQ_008,0.0,0,125.14
PROD_000012,COMP_0009,RQ_017,0.0,0,175.83
PROD_000013,COMP_0011,RQ_010,0.0,0,87.38
PROD_000014,COMP_0025,RQ_017,5000.0,1,119.49
PROD_000015,COMP_0027,RQ_002,5000.0,1,1.0
PROD_000016,COMP_0029,RQ_014,0.0,0,107.32
PROD_000017,COMP_0031,RQ_012,0.0,0,56.38
PROD_000018,COMP_0035,RQ_014,0.0,0,108.19
PROD_000019,COMP_0026,RQ_001,5000.0,1,87.06
PROD_000020,COMP_0008,RQ_019,0.0,1,57.26
PROD_000021,COMP_0002,RQ_000,0.0,0,62.69
PROD_000022,COMP_0004,RQ_018,0.0,1,177.58
PROD_000023,COMP_0017,RQ_019,0.0,0,154.61
PROD_000024,COMP_0035,RQ_000,0.0,1,136.78
PROD_000025,COMP_0014,RQ_003,0.0,1,71.47
PROD_000026,COMP_0006,RQ_000,5000.0,1,1.0
PROD_000027,COMP_0019,RQ_018,5000.0,1,1.0
PROD_000028,COMP_0027,RQ_003,0.0,0,142.34
PROD_000029,COMP_0036,RQ_018,5000.0,1,127.73
PROD_000030,COMP_0029,RQ_002,5000.0,1,111.39
PROD_000031,COMP_0019,RQ_017,5000.0,1,53.1
PROD_000032,COMP_0032,RQ_008,0.0,1,110.79
PROD_000033,COMP_0009,RQ_015,0.0,0,166.57
PROD_000034,COMP_0002,RQ_019,0.0,1,125.06
PROD_000035,COMP_0031,RQ_018,5000.0,1,131.64
PROD_000036,COMP_0001,RQ_012,0.0,1,165.62
PROD_000037,COMP_0037,RQ_011,0.0,0,175.72
PROD_000038,COMP_0035,RQ_011,0.0,0,87.15
PROD_000039,COMP_0002,RQ_009,0.0,0,134.47
PROD_000040,COMP_0034,RQ_011,0.0,1,125.92
PROD_000041,COMP_0017,RQ_004,0.0,1,148.26
PROD_000042,COMP_0019,RQ_014,0.0,0,96.53
PROD_000043,COMP_0027,RQ_014,0.0,1,68.23
PROD_000044,COMP_0027,RQ_001,0.0,1,46.23
PROD_000045,COMP_0019,RQ_010,0.0,1,43.76
PROD_000046,COMP_0031,RQ_019,0.0,1,0
PROD_000047,COMP_0035,RQ_011,5000.0,1,1.0
PROD_000048,COMP_0025,RQ_009,0.0,0,146.43
PROD_000049,COMP_0036,RQ_019,0.0,1,118.71
PROD_000050,COMP_0036,RQ_006,5000.0,1,1.0
PROD_000051,COMP_0004,RQ_010,5000.0,1,80.0
PROD_000052,COMP_0005,RQ_013,0.0,0,180.0
PROD_000053,COMP_0028,RQ_001,0.0,1,110.1
PROD_000054,COMP_0003,RQ_015,0.0,1,70.92
